STATION,NAME,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT08,WT09
USW00013891,"KNOXVILLE AIRPORT, TN US",1/29/2020,3.58,,0,0,0,42,51,34,40,40,10.1,13,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",1/30/2020,2.01,,0,0,0,46,56,41,310,310,8.1,8.9,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",1/31/2020,2.68,,0,0,0,47,52,41,230,220,8.1,11,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",2/1/2020,6.93,,0.06,0,0,44,47,41,260,260,16.1,21.9,1,,,,,1,
USW00013891,"KNOXVILLE AIRPORT, TN US",2/2/2020,13.2,,0,0,0,46,63,36,220,230,28,31.1,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",2/3/2020,8.72,,0,0,0,56,74,44,220,220,19.9,25.9,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",2/4/2020,13.87,,0.48,0,0,60,65,54,220,230,25.9,34,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",2/5/2020,7.83,,2.82,0,0,61,65,58,280,300,23.9,36,1,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",2/6/2020,8.5,,2.33,0,0,59,64,44,290,280,21.9,28,1,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",2/7/2020,12.75,,0.04,0,0,39,44,33,250,250,23,30,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",2/8/2020,3.36,,0.16,1,0,33,40,27,230,220,13,16.1,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",2/9/2020,2.24,,0,0,0,38,52,31,60,50,6.9,8.1,1,1,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",2/10/2020,4.92,,0.92,0,0,42,49,37,290,290,16.1,21,1,1,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",2/11/2020,6.71,,1.24,0,0,52,61,46,290,280,15,19,1,1,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",2/12/2020,5.82,,0.48,0,0,47,60,44,290,320,25.9,35.1,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",2/13/2020,11.41,,0.82,0,0,54,61,37,260,260,23.9,29.1,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",2/14/2020,6.26,,0,0,0,36,42,27,360,20,13,15,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",2/15/2020,3.58,,0,0,0,34,51,22,60,50,8.9,11,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",2/16/2020,2.91,,0,0,0,44,59,35,230,250,15,18.1,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",2/17/2020,2.91,,0,0,0,50,67,36,240,240,12.1,13,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",2/18/2020,6.04,,0.86,0,0,53,56,47,350,340,21.9,29.1,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",2/19/2020,11.63,,0.01,0,0,48,52,44,30,50,19.9,23.9,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",2/20/2020,9.17,,0.36,0.7,0,40,45,33,10,360,14.1,17,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",2/21/2020,8.72,,0,0,0,34,43,26,360,70,16.1,23,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",2/22/2020,1.79,,0,0,0,36,55,23,270,300,6.9,10.1,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",2/23/2020,5.14,,0,0,0,41,55,29,230,220,16.1,19.9,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",2/24/2020,3.8,,0.68,0,0,46,48,43,260,250,12.1,14.1,1,,,1,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",2/25/2020,7.38,,0.11,0,0,51,64,45,230,240,21.9,25.9,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",2/26/2020,10.51,,0.04,0,0,51,54,37,280,270,25.1,32,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",2/27/2020,10.74,,0,0,0,37,45,32,280,290,21,25.1,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",2/28/2020,10.51,,0.03,0,0,37,42,33,230,220,23,30,1,,,1,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",2/29/2020,8.05,,0,0,0,38,45,32,240,250,18.1,23,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",3/1/2020,5.59,,0,0,0,40,65,24,230,230,18.1,23,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",3/2/2020,9.17,,0.6,0,0,53,57,48,220,230,17,23,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",3/3/2020,9.4,,0.91,0,0,58,69,51,210,250,25.1,32,1,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",3/4/2020,3.8,,0,0,0,54,65,43,260,260,13,15,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",3/5/2020,6.71,,0,0,0,53,60,45,220,220,16.1,19,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",3/6/2020,10.96,,0,0,0,46,49,38,280,280,25.1,32,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",3/7/2020,7.38,,0,0,0,42,53,35,20,20,16.1,19.9,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",3/8/2020,3.36,,0,0,0,45,65,29,240,240,13,14.1,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",3/9/2020,7.83,,0,0,0,53,71,36,210,210,25.9,29.1,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",3/10/2020,13.42,,0.19,0,0,60,64,54,210,210,25.1,31.1,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",3/11/2020,6.93,,0,0,0,62,71,56,270,270,21.9,27.1,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",3/12/2020,8.5,,0,0,0,62,72,53,210,210,31.1,40.9,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",3/13/2020,9.4,,0.3,0,0,66,69,55,210,220,30,38.9,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",3/14/2020,7.16,,0,0,0,56,59,50,150,150,19.9,23.9,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",3/15/2020,6.93,,0.16,0,0,51,54,44,320,320,16.1,19,1,,,,,1,
USW00013891,"KNOXVILLE AIRPORT, TN US",3/16/2020,2.68,,0.06,0,0,49,60,44,290,330,10.1,13,1,,,,,1,
USW00013891,"KNOXVILLE AIRPORT, TN US",3/17/2020,5.37,,0.55,0,0,56,62,53,220,220,15,18.1,1,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",3/18/2020,5.59,,0,0,0,60,69,55,180,180,18.1,21.9,1,1,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",3/19/2020,10.51,,0.03,0,0,69,80,61,240,220,33.1,38.9,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",3/20/2020,11.86,,1.68,0,0,68,71,60,220,210,23.9,30,1,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",3/21/2020,8.05,,0.06,0,0,56,60,45,350,280,14.1,17,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",3/22/2020,4.7,,0.01,0,0,50,61,43,10,10,13,16.1,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",3/23/2020,4.92,,1.14,0,0,55,57,52,230,210,13,16.1,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",3/24/2020,4.92,,0.8,0,0,55,57,52,330,330,15,17,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",3/25/2020,5.37,,0,0,0,58,66,50,360,10,13,17,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",3/26/2020,7.61,,0,0,0,58,77,44,240,230,23,28,1,1,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",3/27/2020,11.41,,0,0,0,70,82,59,220,240,23,31.1,,,,,,1,
USW00013891,"KNOXVILLE AIRPORT, TN US",3/28/2020,12.3,,0,0,0,72,80,65,230,240,31.1,35.1,,,,,,1,
USW00013891,"KNOXVILLE AIRPORT, TN US",3/29/2020,14.76,,0.25,0,0,71,77,59,280,270,38.9,53,1,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",3/30/2020,5.59,,0,0,0,62,69,50,280,280,15,19,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",3/31/2020,8.05,,0.55,0,0,53,56,45,60,60,18.1,23,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",4/1/2020,6.26,,0,0,0,47,53,42,350,330,15,19.9,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",4/2/2020,2.68,,0,0,0,48,62,36,30,30,15,21,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",4/3/2020,4.47,,0,0,0,54,72,38,30,30,13,16.1,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",4/4/2020,4.47,,0,0,0,61,76,48,30,30,14.1,19,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",4/5/2020,2.91,,0,0,0,64,79,50,290,300,13,16.1,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",4/6/2020,2.46,,0,0,0,67,80,52,310,260,16.1,21.9,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",4/7/2020,11.86,,0,0,0,69,80,58,210,210,25.1,29.1,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",4/8/2020,10.07,,0,0,0,69,81,60,230,230,19.9,23,,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",4/9/2020,13.2,,0.18,0,0,66,71,53,260,270,33.1,44.1,1,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",4/10/2020,7.16,,0,0,0,51,56,42,340,340,16.1,23.9,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",4/11/2020,2.24,,0,0,0,50,68,34,200,200,10.1,14.1,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",4/12/2020,6.71,,3.14,0,0,54,62,47,260,260,23,31.1,1,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",4/13/2020,13.2,,0.7,0,0,60,65,47,210,220,40.9,51,1,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",4/14/2020,9.4,,0,0,0,50,61,40,10,10,21,25.9,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",4/15/2020,6.71,,0,0,0,45,58,35,30,50,15,19.9,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",4/16/2020,3.58,,0,0,0,48,62,34,260,260,6.9,10.1,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",4/17/2020,11.86,,0,0,0,54,74,37,230,230,28,33.1,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",4/18/2020,6.49,,0.47,0,0,57,64,42,240,240,18.1,23,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",4/19/2020,3.58,,0.11,0,0,49,67,36,350,250,8.9,15,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",4/20/2020,7.16,,0.8,0,0,58,69,50,290,280,18.1,23.9,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",4/21/2020,11.63,,0.01,0,0,60,71,52,280,280,23,32,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",4/22/2020,3.8,,0,0,0,57,69,41,230,210,19.9,23,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",4/23/2020,7.61,,0.53,0,0,59,67,52,190,210,25.1,33.1,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",4/24/2020,6.93,,0.19,0,0,61,69,51,210,220,18.1,21,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",4/25/2020,6.26,,0.34,0,0,57,65,49,260,260,31.1,40,1,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",4/26/2020,14.32,,0.01,0,0,54,57,45,230,230,25.9,32,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",4/27/2020,2.91,,0,0,0,51,66,38,320,30,10.1,13,1,1,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",4/28/2020,3.58,,0.01,0,0,57,77,43,230,230,13,15,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",4/29/2020,11.86,,0.53,0,0,67,78,52,280,290,36,52.1,1,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",4/30/2020,7.38,,0.02,0,0,54,59,51,270,290,16.1,21,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",5/1/2020,6.49,,0,0,0,57,72,46,290,240,14.1,21,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",5/2/2020,7.38,,0,0,0,62,79,45,210,220,18.1,21,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",5/3/2020,14.09,,0,0,0,71,82,57,240,240,35.1,42.9,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",5/4/2020,6.04,,0.07,0,0,71,79,62,170,170,21,25.9,,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",5/5/2020,12.08,,0.04,0,0,69,79,58,210,220,30,36.9,,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",5/6/2020,6.71,,0.03,0,0,56,62,41,330,320,21.9,29.1,,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",5/7/2020,5.59,,0,0,0,50,65,37,260,260,14.1,19,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",5/8/2020,8.5,,0.25,0,0,53,56,40,210,220,23,31.1,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",5/9/2020,4.92,,0.02,0,0,47,59,36,360,350,17,23.9,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",5/10/2020,7.83,,0,0,0,51,69,34,240,220,21,25.1,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",5/11/2020,8.05,,0,0,0,55,62,41,330,330,21.9,27.1,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",5/12/2020,3.13,,0,0,0,51,63,39,300,250,10.1,13,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",5/13/2020,5.82,,0.02,0,0,57,64,51,40,40,10.1,12.1,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",5/14/2020,6.49,,0,0,0,63,82,50,230,210,19.9,23.9,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",5/15/2020,8.5,,0,0,0,72,83,63,260,280,19.9,23,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",5/16/2020,3.13,,0,0,0,72,86,59,30,40,13,16.1,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",5/17/2020,6.26,,0,0,0,75,88,59,220,210,16.1,19.9,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",5/18/2020,4.47,,1.49,0,0,73,77,66,280,280,18.1,23,1,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",5/19/2020,6.26,,0.47,0,0,64,67,60,230,240,13,15,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",5/20/2020,9.4,,0.17,0,0,61,71,56,50,40,17,19.9,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",5/21/2020,3.8,,0,0,0,61,75,54,30,30,12.1,14.1,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",5/22/2020,5.82,,0.44,0,0,65,72,59,230,220,21,25.1,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",5/23/2020,5.59,,0,0,0,70,84,60,220,220,16.1,21,1,1,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",5/24/2020,3.8,,0,0,0,76,88,65,150,60,8.9,13,,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",5/25/2020,4.03,,0.02,0,0,73,85,64,190,140,18.1,23,,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",5/26/2020,2.91,,0.12,0,0,72,79,65,140,160,13,16.1,1,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",5/27/2020,4.47,,0.01,0,0,73,79,67,90,60,12.1,14.1,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",5/28/2020,2.46,,0.07,0,0,71,80,65,220,220,18.1,23,1,1,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",5/29/2020,6.04,,0,0,0,73,84,65,240,240,18.1,25.9,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",5/30/2020,3.8,,0,0,0,74,83,63,10,30,13,19,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",5/31/2020,9.4,,0,0,0,71,78,60,40,40,18.1,25.1,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",6/1/2020,5.14,,0,0,0,68,83,54,30,40,13,17,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",6/2/2020,8.05,,0,0,0,73,85,59,200,230,17,25.9,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",6/3/2020,6.93,,0,0,0,78,87,68,280,290,16.1,19,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",6/4/2020,9.17,,0,0,0,79,89,69,230,190,21.9,29.1,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",6/5/2020,8.95,,0.51,0,0,77,84,70,210,220,21.9,28,1,,,,,1,
USW00013891,"KNOXVILLE AIRPORT, TN US",6/6/2020,2.01,,0,0,0,77,89,67,10,350,8.1,11,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",6/7/2020,4.47,,0,0,0,80,92,68,20,20,13,18.1,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",6/8/2020,6.71,,0,0,0,79,89,69,190,140,13,17,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",6/9/2020,10.51,,0.07,0,0,82,90,72,210,220,25.1,33.1,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",6/10/2020,13.2,,0,0,0,78,91,71,210,210,30,36.9,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",6/11/2020,7.16,,0,0,0,75,82,65,270,60,17,21.9,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",6/12/2020,8.95,,0,0,0,73,85,60,30,40,23.9,33.1,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",6/13/2020,4.25,,0,0,0,72,86,57,50,80,14.1,21,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",6/14/2020,3.58,,0.01,0,0,71,84,60,20,20,21.9,28,,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",6/15/2020,6.04,,0.35,0,0,67,76,57,100,90,25.9,42.9,,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",6/16/2020,7.83,,0,0,0,66,73,57,40,50,17,21.9,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",6/17/2020,3.8,,0,0,0,64,72,55,40,40,14.1,17,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",6/18/2020,3.58,,0,0,0,67,80,56,320,350,12.1,15,1,1,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",6/19/2020,3.13,,0,0,0,72,82,64,260,230,12.1,16.1,,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",6/20/2020,2.68,,0,0,0,75,90,63,330,330,15,19,1,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",6/21/2020,5.59,,0,0,0,77,92,65,220,220,25.1,31.1,,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",6/22/2020,6.93,,0.16,0,0,75,87,67,210,190,29.1,36.9,,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",6/23/2020,10.51,,0.05,0,0,75,86,69,210,210,25.9,36,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",6/24/2020,5.37,,0,0,0,74,86,67,260,270,15,23.9,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",6/25/2020,7.38,,0,0,0,76,88,69,260,260,14.1,19.9,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",6/26/2020,8.95,,0,0,0,76,86,66,210,210,25.9,33.1,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",6/27/2020,11.63,,0.04,0,0,73,81,68,230,220,19.9,25.1,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",6/28/2020,7.38,,0.34,0,0,77,86,69,250,250,23.9,36.9,1,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",6/29/2020,5.82,,2.22,0,0,77,91,68,50,50,21,27.1,1,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",6/30/2020,4.92,,0,0,0,74,82,69,230,250,18.1,23,,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",7/1/2020,4.47,,0.01,0,0,75,86,69,240,250,15,19,,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",7/2/2020,4.25,,0,0,0,77,89,69,30,40,14.1,21,1,1,,,,1,
USW00013891,"KNOXVILLE AIRPORT, TN US",7/3/2020,3.36,,0,0,0,79,92,68,10,10,10.1,13,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",7/4/2020,2.46,,0,0,0,81,93,70,80,90,8.9,12.1,,,,,,1,
USW00013891,"KNOXVILLE AIRPORT, TN US",7/5/2020,2.68,,0.1,0,0,81,92,73,160,150,32,40.9,1,,1,,,1,
USW00013891,"KNOXVILLE AIRPORT, TN US",7/6/2020,4.7,,0,0,0,79,90,69,170,170,17,23,1,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",7/7/2020,5.14,,0.05,0,0,79,87,72,30,30,14.1,18.1,1,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",7/8/2020,2.91,,0,0,0,80,90,71,10,10,12.1,16.1,,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",7/9/2020,2.91,,0,0,0,81,94,71,170,180,29.1,42.9,,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",7/10/2020,7.61,,0.39,0,0,80,92,72,240,270,18.1,25.9,1,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",7/11/2020,4.92,,0,0,0,81,89,69,330,280,13,23,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",7/12/2020,5.82,,0,0,0,77,85,67,170,350,15,19,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",7/13/2020,3.8,,0,0,0,78,91,67,350,330,12.1,15,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",7/14/2020,4.47,,0,0,0,79,93,65,300,310,10.1,14.1,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",7/15/2020,4.03,,0,0,0,80,95,67,210,280,13,18.1,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",7/16/2020,6.93,,0.01,0,0,85,96,74,160,130,29.1,44.1,,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",7/17/2020,4.25,,0,0,0,83,97,73,210,220,14.1,17,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",7/18/2020,3.58,,0,0,0,86,97,74,220,220,18.1,23,,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",7/19/2020,5.37,,0,0,0,84,96,73,340,340,15,21.9,,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",7/20/2020,5.82,,0.25,0,0,85,97,74,270,240,17,23,1,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",7/21/2020,6.04,,0,0,0,81,94,72,190,190,23,30,,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",7/22/2020,6.04,,0,0,0,81,93,73,150,180,16.1,21,,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",7/23/2020,4.92,,0.12,0,0,79,93,73,280,290,36,48.1,1,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",7/24/2020,3.58,,0.4,0,0,76,85,72,110,120,13,16.1,,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",7/25/2020,2.91,,0.48,0,0,75,88,69,300,300,25.1,38,1,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",7/26/2020,3.58,,0,0,0,78,92,68,240,330,15,21,1,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",7/27/2020,4.03,,0.1,0,0,79,90,71,280,280,18.1,25.9,,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",7/28/2020,4.92,,0,0,0,79,90,71,260,280,13,16.1,,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",7/29/2020,4.7,,0,0,0,80,92,72,190,200,18.1,23.9,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",7/30/2020,9.62,,0.37,0,0,79,89,73,230,240,21.9,29.1,1,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",7/31/2020,10.74,,0.3,0,0,81,93,72,290,290,33.1,46.1,1,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",8/1/2020,10.29,,0,0,0,79,91,71,230,230,25.9,36.9,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",8/2/2020,7.83,,0,0,0,78,84,71,270,240,15,19,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",8/3/2020,4.03,,0.1,0,0,74,82,68,150,150,12.1,14.1,1,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",8/4/2020,6.71,,0,0,0,76,86,68,240,250,14.1,19,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",8/5/2020,4.92,,1.17,0,0,76,88,67,350,360,18.1,23,1,,1,,,1,
USW00013891,"KNOXVILLE AIRPORT, TN US",8/6/2020,4.7,,0.22,0,0,75,85,69,290,280,17,29.1,1,,1,,,1,
USW00013891,"KNOXVILLE AIRPORT, TN US",8/7/2020,2.46,,0,0,0,78,89,69,360,340,8.1,14.1,1,,,,,1,
USW00013891,"KNOXVILLE AIRPORT, TN US",8/8/2020,2.68,,0,0,0,80,91,68,270,290,12.1,15,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",8/9/2020,2.24,,0,0,0,79,92,67,310,290,8.9,14.1,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",8/10/2020,2.91,,0.73,0,0,76,83,69,350,340,23,36,1,,1,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",8/11/2020,6.26,,0.22,0,0,78,90,72,300,270,13,18.1,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",8/12/2020,3.58,,0,0,0,80,91,70,40,170,8.9,13,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",8/13/2020,4.03,,0,0,0,79,91,71,150,150,21.9,28,1,,1,,,1,
USW00013891,"KNOXVILLE AIRPORT, TN US",8/14/2020,4.7,,0,0,0,77,86,72,240,230,16.1,21.9,,,,,,,
USW00013891,"KNOXVILLE AIRPORT, TN US",8/15/2020,2.24,,2.32,0,0,76,82,70,30,30,19.9,23.9,1,,1,,,1,
USW00013891,"KNOXVILLE AIRPORT, TN US",8/16/2020,2.01,,1.54,0,0,76,89,69,320,310,21,25.1,1,1,1,,,,
